iter	RMSE
475	3.038706088
476	3.034673988
477	3.02727792
478	3.02592145
479	3.020590605
480	3.014243129
481	3.013518629
482	3.008011011
483	3.003481797
484	3.002378748
485	2.996528645
486	2.995360265
487	2.994888168
488	2.988353108
489	2.985817805
490	2.977761606
491	2.974012119
492	2.968805118
493	2.966706745
494	2.95914023
495	2.954432438
496	2.952430868
497	2.946412908
498	2.94257282
499	2.940394191
500	2.93703232
501	2.936110195
502	2.93011009
503	2.925219397
504	2.922350883
505	2.916687767
506	2.91339515
507	2.909456166
508	2.905098757
509	2.901423995
510	2.895764179
511	2.889771697
512	2.886824238
513	2.885066058
514	2.879491451
515	2.872905424
516	2.863838172
517	2.861330824
518	2.860453934
519	2.855413773
520	2.851758234
521	2.850612583
522	2.842987725
523	2.837253949
524	2.83555708
525	2.829128916
526	2.827910667
527	2.822674282
528	2.821442103
529	2.814264237
530	2.810039019
531	2.805304936
532	2.801725216
533	2.800699744
534	2.797559382
535	2.795712017
536	2.790284804
537	2.789779607
538	2.787761158
539	2.784893901
540	2.77917937
541	2.770574305
542	2.764517243
543	2.759114757
544	2.755104557
545	2.749126329
546	2.746003236
547	2.742390397
548	2.735338831
549	2.732188395
550	2.72472266
551	2.722831768
552	2.72037411
553	2.716110398
554	2.70971327
555	2.705933324
556	2.700322985
557	2.693879255
558	2.689130589
559	2.686506818
560	2.685610564
561	2.684811436
562	2.682127694
563	2.678252419
564	2.674281119
565	2.670710732
566	2.665970362
567	2.661732292
568	2.659883498
569	2.656285929
570	2.650338379
571	2.647179963
572	2.646479194
573	2.64287284
574	2.635672941
575	2.633090368
576	2.629710247
577	2.626921808
578	2.620851411
579	2.618387567
580	2.618017367
581	2.615682994
582	2.613292147
583	2.609937523
584	2.603714823
585	2.598422446
586	2.595595416
587	2.595048967
588	2.59035444
589	2.583118253
590	2.582024569
591	2.57991823
592	2.575940983
593	2.574215364
594	2.573062203
595	2.567991487
596	2.565376706
597	2.563008011
598	2.559671485
599	2.554809469
600	2.547486406
601	2.542018682
602	2.537600471
603	2.53425412
604	2.527752803
605	2.526647995
606	2.519935451
607	2.518895874
608	2.517941971
609	2.516766217
610	2.514476223
611	2.509516414
612	2.506548906
613	2.498082685
614	2.496306197
615	2.493214923
616	2.492717687
617	2.490588114
618	2.489234659
619	2.483652932
620	2.478669569
621	2.47396716
622	2.472234856
623	2.468413845
624	2.463334038
625	2.457418998
626	2.455891526
627	2.451563943
628	2.44652992
629	2.442368509
630	2.441198935
631	2.437341588
632	2.431853748
633	2.428187576
634	2.426244351
635	2.423925071
636	2.421599926
637	2.417658527
638	2.411731981
639	2.408461161
640	2.40760051
641	2.400869207
642	2.395402061
643	2.394272944
644	2.388820466
645	2.387819018
646	2.385282035
647	2.38330427
648	2.381897587
649	2.381044302
650	2.380241406
651	2.378552165
652	2.376393041
653	2.375757263
654	2.372911627
655	2.368678232
656	2.36342432
657	2.360532159
658	2.35506291
659	2.351427551
660	2.347127838
661	2.344475104
662	2.342208568
663	2.340560423
664	2.335768576
665	2.332220996
666	2.331584569
667	2.327064867
668	2.32417353
669	2.320538951
670	2.317489719
671	2.31370489
672	2.310360433
673	2.305438941
674	2.301943701
675	2.298852528
676	2.296271066
677	2.293130736
678	2.291252386
679	2.288837725
680	2.287338997
681	2.282476574
682	2.277995242
683	2.27668525
684	2.273942489
685	2.272041709
686	2.270373313
687	2.265329906
688	2.263359647
689	2.262748289
690	2.256078163
691	2.2510866
692	2.246925755
693	2.244577826
694	2.241296983
695	2.238974724
696	2.233618498
697	2.233346081
698	2.229250408
699	2.22846285
700	2.224929779
701	2.22010504
702	2.217037079
703	2.213987615
704	2.211166621
705	2.210552184
706	2.205828933
707	2.203155867
708	2.198508142
709	2.193742793
710	2.191317456
711	2.188067481
712	2.187420126
713	2.186322376
714	2.185037412
715	2.181328188
716	2.179855625
717	2.178941252
718	2.176079674
719	2.171347702
720	2.16599582
721	2.165422063
722	2.164790698
723	2.161210181
724	2.159121589
725	2.155977613
726	2.153930114
727	2.153341488
728	2.150238905
729	2.149708352
730	2.148279463
731	2.147240815
732	2.145438436
733	2.141084177
734	2.140281529
735	2.137408808
736	2.134196084
737	2.132220143
738	2.130125859
739	2.127165041
740	2.123333428
741	2.12252119
742	2.118636907
743	2.113862734
744	2.109973288
745	2.109292239
746	2.108479383
747	2.106482767
748	2.100995936
749	2.096891313
750	2.092842474
751	2.091675057
752	2.090730879
753	2.0879791
754	2.085358752
755	2.08319624
756	2.078974821
757	2.077920381
758	2.07681679
759	2.074964437
760	2.070601382
761	2.070176012
762	2.069421423
763	2.066414785
764	2.062593882
765	2.059904002
766	2.059039302
767	2.057383884
768	2.051690987
769	2.050028876
770	2.0493742
771	2.046959302
772	2.044029174
773	2.043330341
774	2.041382284
775	2.037789266
776	2.034698584
777	2.033538113
778	2.033108046
779	2.032524336
780	2.029083335
781	2.028312151
782	2.027691553
783	2.026763291
784	2.024268553
785	2.022393295
786	2.018316308
787	2.017378988
788	2.016602513
789	2.014427098
790	2.011055929
791	2.010286461
792	2.009186245
793	2.005763903
794	2.002146408
795	1.99922898
796	1.993424139
797	1.989858642
798	1.989089641
799	1.985858432
800	1.9831131
801	1.979523334
802	1.976760619
803	1.97637348
804	1.975112326
805	1.97315969
806	1.970558748
807	1.966862134
808	1.966220105
809	1.96270925
810	1.961491674
811	1.957595007
812	1.956537173
813	1.95514728
814	1.952543416
815	1.951816953
816	1.949057034
817	1.946739151
818	1.944068186
819	1.943311792
820	1.941777433
821	1.941087679
822	1.939658635
823	1.937516631
824	1.934707875
825	1.934151416
826	1.932844115
827	1.929757708
828	1.927990295
829	1.925177126
830	1.922387792
831	1.919598834
832	1.916004364
833	1.913190336
834	1.91261423
835	1.911480198
836	1.907898142
837	1.905059432
838	1.903802758
839	1.901189247
840	1.900668175
841	1.899129589
842	1.898854251
843	1.898400655
844	1.896652066
845	1.894365773
846	1.893876774
847	1.893139575
848	1.892741617
849	1.892406153
850	1.889139595
851	1.888654005
852	1.884713202
853	1.88222918
854	1.879679377
855	1.878617531
856	1.874161624
857	1.872967321
858	1.870092708
859	1.867610152
860	1.866181557
861	1.863873045
862	1.861095397
863	1.860472656
864	1.85975356
865	1.857692143
866	1.854910644
867	1.853693254
868	1.850728215
869	1.848153263
870	1.847685766
871	1.845483554
872	1.842232344
873	1.841342954
874	1.839830285
875	1.839330908
876	1.836975457
877	1.836446382
878	1.836108187
879	1.835646952
880	1.835430877
881	1.833028476
882	1.832739611
883	1.831500445
884	1.829671897
885	1.827876443
886	1.827027631
887	1.823575102
888	1.821080608
889	1.819535038
890	1.816201207
891	1.812798381
892	1.810552051
893	1.808145712
894	1.808011395
895	1.807862815
896	1.807319869
897	1.806157506
898	1.803307149
899	1.802530648
900	1.799776701
901	1.797356297
902	1.796410342
903	1.793767753
904	1.79178449
905	1.789100261
906	1.788014078
907	1.787813224
908	1.786404436
909	1.785791618
910	1.782869293
911	1.780210796
912	1.777267101
913	1.774494949
914	1.772623273
915	1.770964358
916	1.769432785
917	1.768315013
918	1.766717369
919	1.764358345
920	1.762101055
921	1.761736958
922	1.761130109
923	1.759212831
924	1.755948846
925	1.753342242
926	1.751414815
927	1.748907023
928	1.747261613
929	1.745089221
930	1.744776202
931	1.741436041
932	1.739034677
933	1.738531899
934	1.737098789
935	1.736143354
936	1.735711307
937	1.734079389
938	1.731864322
939	1.730393842
940	1.728310264
941	1.726613141
942	1.723528169
943	1.719571965
944	1.717903436
945	1.715422714
946	1.711682891
947	1.711289228
948	1.710839538
949	1.709880666
950	1.707783415
951	1.706392829
952	1.704091335
953	1.703780157
954	1.703466319
955	1.700315181
956	1.69783875
957	1.695714041
958	1.693291394
959	1.692630035
960	1.689786833
961	1.688065802
962	1.684840216
963	1.683466853
964	1.682485035
965	1.679510532
966	1.676437839
967	1.67562495
968	1.674210199
969	1.671372901
970	1.668329386
971	1.666983001
972	1.664221412
973	1.662392959
974	1.661547848
975	1.658643849
976	1.657858904
977	1.657517382
978	1.655367575
979	1.653446422
980	1.652027394
981	1.64983899
982	1.64885873
983	1.646489666
984	1.645525068
985	1.642954902
986	1.641200505
987	1.640619339
988	1.6391729
989	1.637156789
990	1.636158817
991	1.635780472
992	1.633115001
993	1.630898039
994	1.629400155
995	1.626818105
996	1.62627937
997	1.623304179
998	1.622389308
999	1.621174529
